"date","total_cases","daily_cases","deaths","vaccinations","daily_vaccinations","common_cold","abdominal_pain","fatigue","fever","anosmia","spike"
2020-01-21,1,0,0,NA,NA,17.36,4.31,4.74,5.02,0.06,"FALSE"
2020-01-22,1,0,0,NA,NA,17.39,4.25,4.78,5.02,0.06,"FALSE"
2020-01-23,1,0,0,NA,NA,18.05,4.2,4.74,4.91,0.06,"FALSE"
2020-01-24,2,1,0,NA,NA,22.11,4.08,4.27,4.72,0.05,"FALSE"
2020-01-25,3,1,0,NA,NA,22.28,4.48,4.41,5.06,0.06,"FALSE"
2020-01-26,5,2,0,NA,NA,25.47,4.39,4.28,5.16,0.05,"FALSE"
2020-01-27,5,0,0,NA,NA,25.18,4.43,4.7,5.38,0.05,"FALSE"
2020-01-28,5,0,0,NA,NA,25.26,4.35,4.89,5.44,0.06,"FALSE"
2020-01-29,5,0,0,NA,NA,25.23,4.25,4.88,5.35,0.06,"FALSE"
2020-01-30,6,1,0,NA,NA,30.2,4.17,4.78,5.3,0.05,"FALSE"
2020-01-31,7,1,0,NA,NA,28.79,3.97,4.29,5,0.05,"FALSE"
2020-02-01,8,1,0,NA,NA,23.02,4.32,4.37,5.21,0.06,"FALSE"
2020-02-02,11,3,0,NA,NA,20.36,4.29,4.22,5.25,0.05,"FALSE"
2020-02-03,11,0,0,NA,NA,20.5,4.39,4.81,5.5,0.05,"FALSE"
2020-02-04,11,0,0,NA,NA,19.99,4.3,4.89,5.49,0.06,"FALSE"
2020-02-05,12,1,0,NA,NA,19.53,4.22,4.82,5.28,0.06,"FALSE"
2020-02-06,12,0,0,NA,NA,19.62,4.17,4.69,5.26,0.06,"FALSE"
2020-02-07,12,0,0,NA,NA,18.92,4.01,4.24,4.89,0.05,"FALSE"
2020-02-08,12,0,0,NA,NA,19.41,4.37,4.36,5.08,0.06,"FALSE"
2020-02-09,12,0,0,NA,NA,18.33,4.49,4.61,5.29,0.06,"FALSE"
2020-02-10,13,1,0,NA,NA,18.72,4.41,4.87,5.36,0.07,"FALSE"
2020-02-11,13,0,0,NA,NA,18.05,4.31,4.92,5.27,0.07,"FALSE"
2020-02-12,14,1,0,NA,NA,17.05,4.16,4.82,5.01,0.07,"FALSE"
2020-02-13,15,1,0,NA,NA,16.89,4.03,4.52,4.86,0.06,"FALSE"
2020-02-14,15,0,0,NA,NA,14.9,3.77,3.83,4.34,0.05,"FALSE"
2020-02-15,15,0,0,NA,NA,16.49,4.32,4.28,4.8,0.06,"FALSE"
2020-02-16,15,0,0,NA,NA,16.89,4.57,4.67,5.09,0.06,"FALSE"
2020-02-17,25,10,0,NA,NA,17.53,4.6,4.97,5.08,0.06,"FALSE"
2020-02-18,25,0,0,NA,NA,17.22,4.46,5.03,5.13,0.06,"FALSE"
2020-02-19,25,0,0,NA,NA,15.93,4.26,4.87,4.85,0.06,"FALSE"
2020-02-20,27,2,0,NA,NA,15.04,4.2,4.7,4.57,0.06,"FALSE"
2020-02-21,30,3,0,NA,NA,14.49,3.98,4.26,4.38,0.06,"FALSE"
2020-02-22,30,0,0,NA,NA,15.14,4.26,4.27,4.39,0.05,"FALSE"
2020-02-23,30,0,0,NA,NA,15.53,4.53,4.68,4.65,0.06,"FALSE"
2020-02-24,43,13,0,NA,NA,16.63,4.42,4.82,4.75,0.06,"FALSE"
2020-02-25,45,2,0,NA,NA,21.26,4.36,4.88,4.84,0.06,"FALSE"
2020-02-26,60,15,0,NA,NA,24.25,4.19,4.75,5.28,0.07,"FALSE"
2020-02-27,60,0,0,NA,NA,25.38,4.08,4.63,5.94,0.1,"FALSE"
2020-02-28,65,5,0,NA,NA,23.67,3.84,4.14,5.08,0.06,"FALSE"
2020-02-29,70,5,1,NA,NA,24.59,4.18,4.17,5.25,0.05,"FALSE"
2020-03-01,88,18,3,NA,NA,24.37,4.34,4.42,5.32,0.06,"FALSE"
2020-03-02,104,16,6,NA,NA,29.51,4.24,4.68,5.52,0.06,"FALSE"
2020-03-03,125,21,10,NA,NA,27.42,4.13,4.76,5.69,0.06,"FALSE"
2020-03-04,161,36,12,NA,NA,26.28,4.09,4.75,5.67,0.06,"FALSE"
2020-03-05,228,67,12,NA,NA,26.06,4.06,4.67,5.4,0.07,"FALSE"
2020-03-06,311,83,15,NA,NA,25.72,3.9,4.17,5.42,0.06,"FALSE"
2020-03-07,428,117,19,NA,NA,25.97,4.1,4.1,5.8,0.06,"FALSE"
2020-03-08,547,119,22,NA,NA,24.38,4.25,4.33,5.92,0.06,"FALSE"
2020-03-09,748,201,26,NA,NA,29.37,4.24,4.8,7.02,0.06,"FALSE"
2020-03-10,1018,270,31,NA,NA,30.19,4.15,4.72,7.07,0.06,"FALSE"
2020-03-11,1263,245,37,NA,NA,42.9,3.9,5,8.57,0.06,"FALSE"
2020-03-12,1668,405,43,NA,NA,52.42,3.65,4.54,10.77,0.06,"FALSE"
2020-03-13,2224,556,50,NA,NA,45.05,3.49,4.13,10.89,0.06,"FALSE"
2020-03-14,2898,674,60,NA,NA,41.49,3.85,4,13.97,0.07,"FALSE"
2020-03-15,3600,702,68,NA,NA,40.27,3.78,3.84,14.69,0.08,"FALSE"
2020-03-16,4507,907,91,NA,NA,40.66,3.53,3.73,16.13,0.08,"FALSE"
2020-03-17,5906,1399,117,NA,NA,37.68,3.47,3.81,15.75,0.11,"FALSE"
2020-03-18,8350,2444,162,NA,NA,35.9,3.42,3.91,20.43,0.13,"FALSE"
2020-03-19,12393,4043,212,NA,NA,34.59,3.43,3.64,16.44,0.14,"FALSE"
2020-03-20,18012,5619,277,NA,NA,31.98,3.38,3.47,13.44,0.16,"FALSE"
2020-03-21,24528,6516,360,NA,NA,30.8,3.67,3.52,12.22,0.29,"FALSE"
2020-03-22,33073,8545,458,NA,NA,29.38,3.72,3.64,11.88,0.75,"FALSE"
2020-03-23,43505,10432,579,NA,NA,29.22,3.61,3.75,13.13,1.39,"FALSE"
2020-03-24,53938,10433,785,NA,NA,26.86,3.67,3.83,11.24,0.85,"FALSE"
2020-03-25,68572,14634,1054,NA,NA,27.57,3.68,3.82,10.63,0.65,"FALSE"
2020-03-26,85570,16998,1353,NA,NA,26.89,3.73,3.82,10.2,0.54,"FALSE"
2020-03-27,102900,17330,1770,NA,NA,25.84,3.59,3.72,9.98,0.49,"FALSE"
2020-03-28,123966,21066,2300,NA,NA,25.8,3.85,3.71,9.98,0.6,"FALSE"
2020-03-29,142486,18520,2718,NA,NA,23.85,3.87,3.72,8.24,0.47,"FALSE"
2020-03-30,163955,21469,3368,NA,NA,23.3,3.73,3.8,9.13,0.42,"FALSE"
2020-03-31,188461,24506,4304,NA,NA,23.25,3.69,3.87,8.79,0.39,"FALSE"
2020-04-01,215391,26930,5325,NA,NA,22.22,3.64,3.96,9.09,0.38,"FALSE"
2020-04-02,245108,29717,6541,NA,NA,21.61,3.65,4.44,9.21,0.33,"FALSE"
2020-04-03,277426,32318,7932,NA,NA,20.84,3.48,3.59,7.95,0.89,"FALSE"
2020-04-04,312525,35099,9488,NA,NA,19.97,3.78,3.64,7.38,0.32,"FALSE"
2020-04-05,338141,25616,10856,NA,NA,19.11,3.91,3.71,7.21,0.32,"FALSE"
2020-04-06,369057,30916,12382,NA,NA,18.58,3.76,3.82,7.8,0.3,"FALSE"
2020-04-07,399394,30337,14616,NA,NA,16.64,3.69,3.86,7.21,0.27,"FALSE"
2020-04-08,431214,31820,16701,NA,NA,15.48,3.66,3.8,6.73,0.25,"FALSE"
2020-04-09,465913,34699,18821,NA,NA,14.51,3.68,3.73,6.13,0.23,"FALSE"
2020-04-10,499386,33473,21084,NA,NA,13.77,3.65,3.57,5.66,0.21,"FALSE"
2020-04-11,531106,31720,23168,NA,NA,13.41,3.87,3.55,5.32,0.21,"FALSE"
2020-04-12,558249,27143,24849,NA,NA,12.23,3.98,3.6,4.97,0.24,"FALSE"
2020-04-13,584018,25769,26613,NA,NA,12.14,3.86,3.79,5.25,0.21,"FALSE"
2020-04-14,610709,26691,29318,NA,NA,11.69,3.77,3.83,5.22,0.2,"FALSE"
2020-04-15,640742,30033,32070,NA,NA,11.46,3.56,3.68,5.15,0.19,"FALSE"
2020-04-16,672355,31613,34418,NA,NA,11.43,3.58,3.72,5.07,0.19,"FALSE"
2020-04-17,703864,31509,36707,NA,NA,10.94,3.56,3.56,4.86,0.18,"FALSE"
2020-04-18,732262,28398,38659,NA,NA,10.62,3.82,3.57,4.41,0.17,"FALSE"
2020-04-19,757596,25334,40179,NA,NA,10.38,3.96,3.77,4.32,0.17,"FALSE"
2020-04-20,784991,27395,42016,NA,NA,10.19,3.82,3.88,4.7,0.16,"FALSE"
2020-04-21,810505,25514,44688,NA,NA,10.11,3.78,4.05,4.69,0.16,"FALSE"
2020-04-22,839336,28831,47059,NA,NA,10.22,3.74,3.94,4.68,0.17,"FALSE"
2020-04-23,873112,33776,49228,NA,NA,10.07,3.74,3.89,4.63,0.16,"FALSE"
2020-04-24,909853,36741,51360,NA,NA,9.53,3.64,3.67,4.48,0.15,"FALSE"
2020-04-25,944261,34408,53326,NA,NA,9.3,3.91,3.7,4.09,0.15,"FALSE"
2020-04-26,970996,26735,54580,NA,NA,9.2,4.06,3.85,4,0.19,"FALSE"
2020-04-27,994193,23197,56022,NA,NA,9.21,3.89,4.01,4.66,0.17,"FALSE"
2020-04-28,1018846,24653,58416,NA,NA,9.19,3.9,4.05,4.83,0.15,"FALSE"
2020-04-29,1045401,26555,60930,NA,NA,9.16,3.79,3.98,4.83,0.13,"FALSE"
2020-04-30,1075758,30357,63140,NA,NA,8.69,3.73,3.9,4.47,0.13,"FALSE"
2020-05-01,1109728,33970,64902,NA,NA,8.18,3.58,3.63,4.04,0.12,"FALSE"
2020-05-02,1139202,29474,66485,NA,NA,8.15,3.8,3.72,3.81,0.11,"FALSE"
2020-05-03,1165342,26140,67816,NA,NA,8.23,3.89,3.87,3.81,0.12,"FALSE"
2020-05-04,1187304,21962,68905,NA,NA,8.22,3.79,3.98,4.32,0.11,"FALSE"
2020-05-05,1211011,23707,71139,NA,NA,8.28,3.74,3.99,6.85,0.11,"FALSE"
2020-05-06,1235519,24508,73847,NA,NA,8.16,3.73,4.03,6.64,0.11,"FALSE"
2020-05-07,1263995,28476,75805,NA,NA,8,3.69,3.96,5.79,0.11,"FALSE"
2020-05-08,1291643,27648,77380,NA,NA,7.82,3.59,3.71,5.86,0.11,"FALSE"
2020-05-09,1316511,24868,78834,NA,NA,7.78,3.74,3.67,6.33,0.11,"FALSE"
2020-05-10,1336828,20317,79765,NA,NA,7.73,3.82,3.71,5.47,0.1,"FALSE"
2020-05-11,1354449,17621,80747,NA,NA,8.2,3.94,4.14,6.46,0.12,"FALSE"
2020-05-12,1376749,22300,82400,NA,NA,7.9,3.85,4.2,6.23,0.11,"FALSE"
2020-05-13,1397894,21145,84168,NA,NA,7.85,3.8,4.1,6.67,0.1,"FALSE"
2020-05-14,1424856,26962,85906,NA,NA,7.78,3.78,3.98,6.26,0.1,"FALSE"
2020-05-15,1451093,26237,87499,NA,NA,7.29,3.64,3.69,5.2,0.1,"FALSE"
2020-05-16,1474752,23659,88724,NA,NA,7.31,3.85,3.69,4.32,0.1,"FALSE"
2020-05-17,1493766,19014,89568,NA,NA,7.14,3.98,3.84,4.15,0.1,"FALSE"
2020-05-18,1515593,21827,90414,NA,NA,7.44,3.93,4.01,4.74,0.3,"FALSE"
2020-05-19,1536570,20977,91934,NA,NA,7.1,3.91,4.23,4.57,0.11,"FALSE"
2020-05-20,1559640,23070,93411,NA,NA,6.99,3.8,4,4.29,0.1,"FALSE"
2020-05-21,1585373,25733,94722,NA,NA,6.9,3.77,4.04,4.26,0.1,"FALSE"
2020-05-22,1609172,23799,96010,NA,NA,6.55,3.67,3.7,3.98,0.09,"FALSE"
2020-05-23,1631440,22268,97060,NA,NA,6.59,3.84,3.68,3.61,0.1,"FALSE"
2020-05-24,1651471,20031,97680,NA,NA,6.59,3.93,3.74,3.4,0.09,"FALSE"
2020-05-25,1670571,19100,98190,NA,NA,6.32,3.98,3.91,3.44,0.09,"FALSE"
2020-05-26,1689467,18896,98937,NA,NA,6.56,3.92,4.02,3.92,0.1,"FALSE"
2020-05-27,1708211,18744,100422,NA,NA,6.53,3.84,4.03,3.86,0.09,"FALSE"
2020-05-28,1730723,22512,101622,NA,NA,6.09,3.76,3.95,3.83,0.09,"FALSE"
2020-05-29,1755271,24548,102812,NA,NA,5.43,3.6,3.65,3.52,0.09,"FALSE"
2020-05-30,1778668,23397,103775,NA,NA,5.33,3.64,3.51,3.12,0.08,"FALSE"
2020-05-31,1799302,20634,104379,NA,NA,5.34,3.63,3.52,2.99,0.09,"FALSE"
2020-06-01,1821199,21897,105113,NA,NA,5.56,3.58,3.69,3.44,0.09,"FALSE"
2020-06-02,1841990,20791,106195,NA,NA,5.36,3.63,3.83,3.44,0.1,"FALSE"
2020-06-03,1861977,19987,107184,NA,NA,5.23,3.67,3.92,3.5,0.12,"FALSE"
2020-06-04,1883593,21616,108192,NA,NA,5.23,3.7,3.89,3.46,0.1,"FALSE"
2020-06-05,1912302,28709,109304,NA,NA,5.12,3.64,3.72,3.42,0.09,"FALSE"
2020-06-06,1934818,22516,110032,NA,NA,5.17,3.79,3.69,3.09,0.1,"FALSE"
2020-06-07,1953434,18616,110422,NA,NA,5.39,3.97,4.03,3.11,0.1,"FALSE"
2020-06-08,1971641,18207,111144,NA,NA,5.72,3.98,4.19,3.58,0.1,"FALSE"
2020-06-09,1990446,18805,112174,NA,NA,5.88,3.94,4.3,3.63,0.1,"FALSE"
2020-06-10,2013298,22852,113103,NA,NA,5.81,3.91,4.29,3.64,0.1,"FALSE"
2020-06-11,2036500,23202,113980,NA,NA,5.76,3.88,4.19,3.78,0.1,"FALSE"
2020-06-12,2061993,25493,114759,NA,NA,5.65,3.81,3.96,3.61,0.11,"FALSE"
2020-06-13,2087327,25334,115451,NA,NA,5.85,3.97,3.95,3.34,0.12,"FALSE"
2020-06-14,2106457,19130,115768,NA,NA,6.08,4.08,4.21,3.25,0.22,"FALSE"
2020-06-15,2126574,20117,116216,NA,NA,6.08,4.05,4.38,3.77,0.15,"FALSE"
