"date","total_cases","daily_cases","deaths","vaccinations","daily_vaccinations","common_cold","abdominal_pain","fatigue","fever","anosmia","spike"
2022-03-01,78986396,43583,950788,553378046,298750,8.15,4.32,4.46,3.2,0.11,"FALSE"
2022-03-02,79044542,58146,953136,553778476,400430,8.18,4.32,4.54,3.17,0.12,"FALSE"
2022-03-03,79096279,51737,955018,554168735,390259,8.17,4.25,4.4,3.15,0.11,"FALSE"
2022-03-04,79145866,49587,956910,554532208,363473,7.9,4.11,3.97,3.02,0.1,"FALSE"
2022-03-05,79162481,16615,957217,554868239,336031,8.34,4.42,3.92,3.01,0.1,"FALSE"
2022-03-06,79169256,6775,957429,555112353,244114,8.38,4.65,4.16,3.12,0.11,"FALSE"
2022-03-07,79232308,63052,959115,555332256,219903,8.36,4.73,4.45,3.24,0.11,"FALSE"
2022-03-08,79266324,34016,960690,555595418,263162,8.58,4.53,4.46,3.2,0.1,"FALSE"
2022-03-09,79314028,47704,962503,555897985,302567,8.54,4.4,4.42,3.19,0.11,"FALSE"
2022-03-10,79352221,38193,964062,NA,NA,8.43,4.33,4.33,3.15,0.1,"FALSE"
2022-03-11,79396596,44375,965746,556397627,NA,8.3,4.21,3.98,3.06,0.1,"FALSE"
2022-03-12,79407518,10922,966218,556777608,379981,8.88,4.49,3.91,3.2,0.1,"FALSE"
2022-03-13,79413908,6390,966361,556980091,202483,9.13,4.61,4.07,3.13,0.11,"FALSE"
2022-03-14,79462956,49048,963926,557138106,158015,9.19,4.74,4.53,3.35,0.13,"FALSE"
2022-03-15,79511352,48396,965449,557407604,269498,9.28,4.63,4.67,3.41,0.11,"FALSE"
2022-03-16,79550748,39396,967482,557644629,237025,9.11,4.5,4.55,3.33,0.1,"FALSE"
2022-03-17,79586734,35986,968690,557902891,258262,8.85,4.39,4.39,3.22,0.1,"FALSE"
2022-03-18,79623203,36469,969733,558121108,218217,8.63,4.3,4.07,3.09,0.1,"FALSE"
2022-03-19,79635322,12119,970065,NA,NA,9.14,4.55,4.05,3.21,0.1,"FALSE"
2022-03-20,79643175,7853,970148,NA,NA,9.16,4.67,4.21,3.25,0.1,"FALSE"
2022-03-21,79689310,46135,971107,NA,NA,9.23,4.67,4.57,3.41,0.11,"FALSE"
2022-03-22,79714979,25669,972104,558649472,NA,9.4,4.61,4.71,3.44,0.17,"FALSE"
2022-03-23,79762066,47087,973459,558918245,268773,9.39,4.52,4.65,3.42,0.18,"FALSE"
2022-03-24,79799812,37746,974441,559242230,323985,9.13,4.43,4.53,3.31,0.12,"FALSE"
2022-03-25,79833549,33737,975273,559436368,194138,8.77,4.29,4.1,3.15,0.11,"FALSE"
2022-03-26,79845604,12055,975436,559705770,269402,9.31,4.51,4.02,3.15,0.13,"FALSE"
2022-03-27,79853102,7498,975486,559873640,167870,9.3,4.6,4.15,3.22,0.17,"FALSE"
2022-03-28,79895338,42236,976396,559976590,102950,9.34,4.54,4.45,3.38,0.12,"FALSE"
2022-03-29,79920966,25628,977153,560181791,205201,9.72,4.58,4.71,3.53,0.11,"FALSE"
2022-03-30,79966408,45442,978361,560419082,237291,9.44,4.4,4.6,3.43,0.11,"FALSE"
2022-03-31,80004185,37777,979236,560823729,404647,9.21,4.36,4.48,3.37,0.11,"FALSE"
2022-04-01,80036620,32435,979881,561173692,349963,8.73,4.18,3.99,3.13,0.1,"FALSE"
2022-04-02,80048015,11395,980018,561659770,486078,9.39,4.53,4.03,3.19,0.1,"FALSE"
2022-04-03,80052942,4927,980057,562085242,425472,9.54,4.65,4.25,3.44,0.1,"FALSE"
2022-04-04,80093982,41040,980682,562435301,350059,9.54,4.64,4.6,3.57,0.1,"FALSE"
2022-04-05,80124875,30893,981146,562935409,500108,9.64,4.59,4.71,3.57,0.1,"FALSE"
2022-04-06,80174198,49323,982263,563391773,456364,9.55,4.48,4.68,3.54,0.1,"FALSE"
2022-04-07,80209904,35706,982971,563999093,607320,9.35,4.36,4.49,3.48,0.1,"FALSE"
2022-04-08,80254009,44105,983514,564572230,573137,9.15,4.2,4.08,3.33,0.1,"FALSE"
2022-04-09,80267530,13521,983786,565162367,590137,9.75,4.48,4.09,3.35,0.1,"FALSE"
2022-04-10,80275715,8185,983813,565598011,435644,9.8,4.79,4.24,3.48,0.1,"FALSE"
2022-04-11,80325700,49985,984247,565945931,347920,9.85,4.71,4.57,3.67,0.1,"FALSE"
2022-04-12,80354734,29034,984838,566532062,586131,9.84,4.58,4.57,3.74,0.11,"FALSE"
2022-04-13,80408643,53909,985832,567188881,656819,9.67,4.43,4.53,3.69,0.11,"FALSE"
2022-04-14,80466106,57463,986448,NA,NA,9.39,4.28,4.3,3.48,0.12,"FALSE"
2022-04-15,80513724,47618,987171,568313997,NA,9.5,4.24,4,3.41,0.11,"FALSE"
2022-04-16,80524627,10903,987211,NA,NA,9.72,4.44,3.97,3.4,0.11,"FALSE"
2022-04-17,80535906,11279,987228,569397972,NA,9.42,4.51,4.09,3.4,0.11,"FALSE"
2022-04-18,80595982,60076,987545,569642898,244926,10.55,4.63,4.62,3.62,0.11,"FALSE"
2022-04-19,80646004,50022,987999,570111773,468875,10.57,4.6,4.75,3.74,0.11,"FALSE"
2022-04-20,80708901,62897,988610,570485199,373426,10.13,4.48,4.68,3.73,0.12,"FALSE"
2022-04-21,80768167,59266,989094,571201893,716694,9.89,4.37,4.52,3.73,0.11,"FALSE"
2022-04-22,80836264,68097,989584,NA,NA,9.45,4.2,4.12,3.55,0.1,"FALSE"
2022-04-23,80855181,18917,989681,572183620,NA,9.78,4.44,4.12,3.6,0.11,"FALSE"
2022-04-24,80867572,12391,989709,572595338,411718,9.8,4.56,4.37,3.69,0.12,"FALSE"
2022-04-25,80942184,74612,990062,572829658,234320,9.86,4.54,4.63,3.96,0.1,"FALSE"
2022-04-26,80996837,54653,990368,573582745,753087,9.97,4.46,4.71,3.93,0.11,"FALSE"
2022-04-27,81081307,84470,991039,574232736,649991,9.76,4.3,4.65,3.76,0.1,"FALSE"
2022-04-28,81154876,73569,991502,NA,NA,9.54,4.2,4.44,3.66,0.1,"FALSE"
2022-04-29,81236707,81831,991921,575257890,NA,9.24,4.06,4.04,3.56,0.1,"FALSE"
2022-04-30,81259033,22326,992010,575765730,507840,9.78,4.32,4.01,3.65,0.1,"FALSE"
2022-05-01,81274401,15368,992033,576148079,382349,9.78,4.45,4.25,3.74,0.1,"FALSE"
2022-05-02,81370245,95844,992424,NA,NA,9.64,4.41,4.52,3.87,0.1,"FALSE"
2022-05-03,81439579,69334,993088,NA,NA,9.74,4.38,4.58,3.99,0.1,"FALSE"
2022-05-04,81541535,101956,995021,NA,NA,9.74,4.25,4.52,3.92,0.1,"FALSE"
2022-05-05,81634962,93427,995715,NA,NA,9.42,4.14,4.37,3.81,0.1,"FALSE"
2022-05-06,81730174,95212,996168,NA,NA,9.47,4.09,4.07,4.05,0.1,"FALSE"
2022-05-07,81760532,30358,996264,NA,NA,9.86,4.26,3.98,3.98,0.1,"FALSE"
2022-05-08,81772325,11793,996283,NA,NA,9.86,4.46,4.08,3.91,0.1,"FALSE"
2022-05-09,81884978,112653,996612,NA,NA,10.11,4.45,4.59,4.14,0.1,"FALSE"
2022-05-10,81978601,93623,996916,NA,NA,10.37,4.7,4.69,4.18,0.1,"FALSE"
2022-05-11,82140136,161535,997481,NA,NA,10.42,4.45,4.69,4.16,0.1,"TRUE"
2022-05-12,82255493,115357,997853,580514653,NA,10.2,4.26,4.55,4.07,0.1,"FALSE"
2022-05-13,82369958,114465,998279,580915871,401218,9.78,4.11,4.1,3.91,0.1,"FALSE"
2022-05-14,82395023,25065,998325,581376728,460857,10.31,4.39,4.16,4,0.1,"FALSE"
2022-05-15,82414462,19439,998352,581670838,294110,10.08,4.46,4.2,3.98,0.1,"FALSE"
2022-05-16,82564280,149818,998673,581841231,170393,9.9,4.33,4.49,4.11,0.1,"TRUE"
2022-05-17,82698373,134093,999027,582348105,506874,10.08,4.29,4.53,4.1,0.1,"TRUE"
2022-05-18,82867288,168915,999607,582757136,409031,10.15,4.23,4.51,4.08,0.1,"TRUE"
2022-05-19,82988450,121162,1000013,NA,NA,9.83,4.17,4.43,4.03,0.1,"FALSE"
2022-05-20,83128466,140016,1000411,583478451,NA,9.46,4.01,4,3.84,0.1,"TRUE"
2022-05-21,83165773,37307,1000526,583987461,509010,10,4.3,3.98,3.92,0.16,"FALSE"
2022-05-22,83187760,21987,1000577,584279990,292529,9.96,4.47,4.2,4.01,0.13,"FALSE"
2022-05-23,83320644,132884,1000826,584449398,169408,9.85,4.37,4.5,4.15,0.11,"TRUE"
2022-05-24,83453009,132365,1001375,585029684,580286,9.86,4.21,4.45,4.11,0.1,"TRUE"
2022-05-25,83640103,187094,1002179,585416027,386343,9.76,4.12,4.29,4.07,0.1,"TRUE"
2022-05-26,83764744,124641,1002522,586008740,592713,9.59,4.2,4.21,3.92,0.1,"TRUE"
2022-05-27,83903655,138911,1003124,586508124,499384,9.46,4.07,3.92,3.82,0.1,"TRUE"
2022-05-28,83917417,13762,1003159,NA,NA,9.95,4.34,3.96,3.95,0.11,"FALSE"
2022-05-29,83926462,9045,1003167,NA,NA,9.88,4.39,4.31,3.93,0.11,"FALSE"
2022-05-30,83958614,32152,1003189,NA,NA,9.79,4.43,4.66,4.03,0.1,"FALSE"
2022-05-31,84140997,182383,1003571,587360320,NA,9.79,4.36,4.7,4.2,0.1,"TRUE"
2022-06-01,84360023,219026,1004163,587821662,461342,9.69,4.26,4.56,4.12,0.1,"TRUE"
2022-06-02,84471393,111370,1004534,NA,NA,9.5,4.21,4.45,3.95,0.1,"FALSE"
2022-06-03,84613605,142212,1004941,588473704,NA,9.24,4.12,4.23,3.79,0.1,"TRUE"
2022-06-04,84657255,43650,1005134,588874667,400963,9.65,4.36,4.13,3.82,0.12,"FALSE"
2022-06-05,84673734,16479,1005152,589110077,235410,9.42,4.44,4.28,3.85,0.12,"FALSE"
2022-06-06,84810837,137103,1005473,589231370,121293,9.18,4.45,4.51,3.97,0.15,"TRUE"
2022-06-07,84953650,142813,1005943,NA,NA,9.17,4.39,4.63,3.97,0.12,"TRUE"
2022-06-08,85132456,178806,1006988,NA,NA,8.96,4.33,4.53,3.92,0.1,"TRUE"
2022-06-09,85250167,117711,1007331,590076511,NA,8.76,4.24,4.42,3.82,0.14,"FALSE"
2022-06-10,85386208,136041,1007702,590441517,365006,8.63,4.12,4.1,3.72,0.28,"TRUE"
2022-06-11,85421581,35373,1007826,590795244,353727,8.74,4.29,4.11,3.78,0.13,"FALSE"
2022-06-12,85439974,18393,1007845,590999136,203892,8.61,4.57,4.27,3.82,0.1,"FALSE"
2022-06-13,85565377,125403,1008116,591103144,104008,8.39,4.46,4.49,3.88,0.1,"TRUE"
2022-06-14,85700792,135415,1008554,591406403,303259,8.56,4.52,4.55,3.98,0.1,"TRUE"
2022-06-15,85872596,171804,1009208,591982644,576241,8.54,4.3,4.54,3.98,0.1,"TRUE"
2022-06-16,85976793,104197,1009543,592269252,286608,8.29,4.23,4.37,3.85,0.09,"FALSE"
2022-06-17,86093350,116557,1009847,NA,NA,8.13,4.15,4.12,3.74,0.1,"FALSE"
2022-06-18,86108115,14765,1009871,NA,NA,8.48,4.29,4.17,3.74,0.1,"FALSE"
2022-06-19,86122722,14607,1009893,NA,NA,8.47,4.41,4.17,3.79,0.1,"FALSE"
2022-06-20,86176918,54196,1009982,NA,NA,8.67,4.49,4.68,3.91,0.1,"FALSE"
2022-06-21,86386656,209738,1010552,NA,NA,8.7,4.53,4.67,4.03,0.1,"TRUE"
2022-06-22,86557097,170441,1011326,593739529,NA,8.68,4.44,4.66,4,0.1,"TRUE"
2022-06-23,86673590,116493,1011825,NA,NA,8.44,4.36,4.49,3.89,0.11,"FALSE"
2022-06-24,86829149,155559,1012317,NA,NA,7.97,4.19,4.04,3.71,0.09,"TRUE"
2022-06-25,86876818,47669,1012480,NA,NA,8.2,4.32,4.03,3.77,0.1,"FALSE"
2022-06-26,86895056,18238,1012486,NA,NA,8.19,4.53,4.19,3.77,0.1,"FALSE"
2022-06-27,87027295,132239,1012765,NA,NA,8.22,4.52,4.49,3.89,0.1,"TRUE"
2022-06-28,87149583,122288,1013306,NA,NA,8.39,4.75,4.63,4.01,0.1,"FALSE"
2022-06-29,87345359,195776,1013999,596233489,NA,8.4,8.66,4.62,4.05,0.1,"TRUE"
2022-06-30,87469077,123718,1014452,NA,NA,8.16,5.95,4.51,3.94,0.1,"FALSE"
2022-07-01,87621338,152261,1014974,NA,NA,7.85,5.01,4.09,3.77,0.1,"TRUE"
2022-07-02,87633658,12320,1014995,NA,NA,8.09,5.2,4.07,3.77,0.1,"FALSE"
2022-07-03,87640519,6861,1014998,NA,NA,8.07,4.89,4.13,3.78,0.1,"FALSE"
2022-07-04,87676181,35662,1015062,NA,NA,7.78,4.61,4.08,3.73,0.09,"FALSE"
2022-07-05,87857067,180886,1015488,NA,NA,8.11,4.82,4.63,4.04,0.09,"TRUE"
2022-07-06,88097358,240291,1016205,597655035,NA,8.39,4.69,4.82,4.17,0.1,"TRUE"
2022-07-07,88221970,124612,1016680,NA,NA,8.25,4.74,4.71,4.13,0.1,"TRUE"
2022-07-08,88390029,168059,1017242,NA,NA,8.01,4.54,4.47,3.96,0.1,"TRUE"
2022-07-09,88413615,23586,1017278,NA,NA,8.14,4.68,4.31,3.89,0.11,"FALSE"
2022-07-10,88436184,22569,1017286,NA,NA,8.18,4.76,4.46,3.95,0.11,"FALSE"
2022-07-11,88611513,175329,1017837,NA,NA,8.03,4.72,4.74,4.01,0.1,"TRUE"
2022-07-12,88795782,184269,1018359,NA,NA,8.03,4.59,4.76,4.06,0.1,"TRUE"
2022-07-13,88986908,191126,1019239,599289113,NA,8.06,4.48,4.7,4.07,0.1,"TRUE"
2022-07-14,89131091,144183,1019697,NA,NA,7.92,4.42,4.61,3.94,0.1,"TRUE"
2022-07-15,89300973,169882,1020230,NA,NA,7.73,4.37,4.27,4.04,0.13,"TRUE"
2022-07-16,89322015,21042,1020272,NA,NA,7.87,4.49,4.23,3.94,0.11,"FALSE"
2022-07-17,89343986,21971,1020283,NA,NA,7.83,4.6,4.37,4,0.1,"FALSE"
2022-07-18,89514434,170448,1020803,NA,NA,7.77,4.6,4.66,4.32,0.1,"TRUE"
2022-07-19,89675305,160871,1021350,NA,NA,7.9,4.57,4.75,5.01,0.11,"TRUE"
2022-07-20,89879921,204616,1022142,601497801,NA,7.87,4.48,4.7,4.37,0.13,"TRUE"
2022-07-21,90033432,153511,1022693,NA,NA,7.72,4.42,4.58,4.03,0.1,"TRUE"
2022-07-22,90199121,165689,1023273,NA,NA,7.52,4.3,4.24,3.94,0.1,"TRUE"
2022-07-23,90223372,24251,1023329,NA,NA,7.86,4.42,4.13,4.12,0.11,"FALSE"
2022-07-24,90244872,21500,1023343,NA,NA,7.7,4.59,4.3,4,0.12,"FALSE"
2022-07-25,90412575,167703,1023855,NA,NA,7.73,4.62,4.68,4.14,0.1,"TRUE"
2022-07-26,90576810,164235,1024374,NA,NA,7.69,4.6,4.76,4.18,0.1,"TRUE"
2022-07-27,90803295,226485,1025198,NA,NA,7.65,4.5,4.72,4.14,0.1,"TRUE"
2022-07-28,90952402,149107,1025682,NA,NA,7.46,4.41,4.55,4.03,0.1,"TRUE"
2022-07-29,91091698,139296,1026300,NA,NA,7.15,4.23,4.19,3.91,0.09,"TRUE"
2022-07-30,91103665,11967,1026322,NA,NA,7.33,4.37,4.09,3.98,0.09,"FALSE"
2022-07-31,91114530,10865,1026331,NA,NA,7.42,4.53,4.32,4.09,0.1,"FALSE"
2022-08-01,91291256,176726,1026937,NA,NA,7.29,4.49,4.51,4.24,0.1,"TRUE"
2022-08-02,91399466,108210,1027382,NA,NA,7.4,4.49,4.65,4.39,0.09,"FALSE"
2022-08-03,91616745,217279,1028439,604235972,NA,7.41,4.42,4.57,4.26,0.09,"TRUE"
2022-08-04,91781476,164731,1029112,NA,NA,7.29,4.31,4.45,4.38,0.09,"TRUE"
2022-08-05,91913390,131914,1029769,NA,NA,7,4.19,4.17,4.01,0.09,"TRUE"
2022-08-06,91924176,10786,1029797,NA,NA,7.23,4.35,4.11,3.9,0.09,"FALSE"
2022-08-07,91934257,10081,1029808,NA,NA,7.21,4.46,4.26,3.83,0.09,"FALSE"
2022-08-08,92079701,145444,1030371,NA,NA,7.08,4.43,4.57,3.9,0.08,"TRUE"
2022-08-09,92208348,128647,1030933,NA,NA,7.19,4.41,4.61,3.94,0.07,"TRUE"
2022-08-10,92383180,174832,1031805,606162842,NA,7.24,4.37,4.61,3.73,0.08,"TRUE"
2022-08-11,92520198,137018,1032506,NA,NA,7.14,4.38,4.52,3.57,0.08,"TRUE"
2022-08-12,92641966,121768,1033177,NA,NA,6.95,4.16,4.12,3.38,0.08,"FALSE"
2022-08-13,92648820,6854,1033195,NA,NA,7.41,4.35,4.22,3.48,0.08,"FALSE"
2022-08-14,92659524,10704,1033207,NA,NA,7.51,4.51,4.37,3.49,0.07,"FALSE"
2022-08-15,92788886,129362,1033762,NA,NA,7.37,4.43,4.52,3.61,0.08,"TRUE"
2022-08-16,92909503,120617,1034234,NA,NA,7.52,4.41,4.67,3.79,0.08,"FALSE"
2022-08-17,93069322,159819,1035194,607588353,NA,7.51,4.35,4.61,3.71,0.08,"TRUE"
2022-08-18,93195688,126366,1035802,NA,NA,7.4,4.26,4.52,3.62,0.08,"TRUE"
2022-08-19,93304179,108491,1036333,NA,NA,7.3,4.14,4.13,3.44,0.08,"FALSE"
2022-08-20,93312106,7927,1036360,NA,NA,7.83,4.39,4.12,3.46,0.08,"FALSE"
2022-08-21,93320628,8522,1036368,NA,NA,7.96,4.51,4.26,3.54,0.08,"FALSE"
2022-08-22,93441270,120642,1036961,NA,NA,7.77,4.39,4.45,3.61,0.08,"FALSE"
2022-08-23,93546473,105203,1037466,NA,NA,8.06,4.42,4.63,3.67,0.07,"FALSE"
2022-08-24,93720590,174117,1038392,608937334,NA,8.16,4.33,4.58,3.67,0.08,"TRUE"
2022-08-25,93831767,111177,1039036,NA,NA,8.21,4.25,4.47,3.67,0.07,"FALSE"
2022-08-26,93934199,102432,1039673,NA,NA,8.19,4.08,4.07,3.55,0.07,"FALSE"
2022-08-27,93943022,8823,1039703,NA,NA,8.67,4.36,4.09,3.63,0.08,"FALSE"
2022-08-28,93951561,8539,1039706,NA,NA,8.74,4.48,4.26,3.68,0.08,"FALSE"
2022-08-29,94063866,112305,1040297,NA,NA,8.56,4.34,4.48,3.81,0.07,"FALSE"
2022-08-30,94180902,117036,1040764,NA,NA,8.87,4.32,4.57,3.88,0.07,"FALSE"
2022-08-31,94335008,154106,1042167,610012616,NA,8.73,4.16,4.49,3.75,0.08,"TRUE"
2022-09-01,94443668,108660,1042880,NA,NA,8.52,4.04,4.3,3.62,0.07,"FALSE"
2022-09-02,94532021,88353,1043382,NA,NA,8.33,3.98,3.97,3.46,0.07,"FALSE"
2022-09-03,94539458,7437,1043401,NA,NA,8.87,4.27,3.92,3.57,0.08,"FALSE"
2022-09-04,94545281,5823,1043402,NA,NA,8.95,4.38,4.03,3.6,0.08,"FALSE"
2022-09-05,94563745,18464,1043455,NA,NA,9,4.43,4.17,3.7,0.07,"FALSE"
2022-09-06,94689639,125894,1044083,NA,NA,8.85,4.31,4.41,3.77,0.09,"TRUE"
2022-09-07,94833490,143851,1044912,610686563,NA,8.85,4.26,4.5,3.73,0.08,"TRUE"
2022-09-08,94921915,88425,1045586,NA,NA,8.58,4.08,4.28,3.61,0.08,"FALSE"
2022-09-09,94995800,73885,1046119,NA,NA,8.34,3.97,3.95,3.58,0.07,"FALSE"
2022-09-10,94999027,3227,1046145,NA,NA,9.01,4.27,3.95,3.54,0.08,"FALSE"
2022-09-11,95010491,11464,1046164,NA,NA,8.99,4.38,4.07,3.6,0.08,"FALSE"
2022-09-12,95098004,87513,1046733,NA,NA,8.95,4.38,4.47,3.72,0.07,"FALSE"
2022-09-13,95159646,61642,1047221,NA,NA,9.18,4.33,4.61,3.82,0.07,"FALSE"
2022-09-14,95275075,115429,1048141,612781120,NA,9.21,4.24,4.55,3.76,0.07,"FALSE"
2022-09-15,95369503,94428,1048765,NA,NA,9.06,4.11,4.36,3.65,0.07,"FALSE"
2022-09-16,95428258,58755,1049213,NA,NA,8.84,3.94,3.97,3.51,0.07,"FALSE"
2022-09-17,95434981,6723,1049235,NA,NA,9.56,4.2,3.94,3.57,0.07,"FALSE"
2022-09-18,95440240,5259,1049243,NA,NA,9.71,4.35,4.14,3.69,0.08,"FALSE"
2022-09-19,95507606,67366,1049750,NA,NA,9.71,4.32,4.54,3.85,0.09,"FALSE"
2022-09-20,95559194,51588,1050158,NA,NA,10.03,4.27,4.68,3.9,0.08,"FALSE"
2022-09-21,95666528,107334,1051083,616172308,NA,9.88,4.18,4.57,3.81,0.08,"FALSE"
2022-09-22,95760230,93702,1051601,NA,NA,9.56,4.03,4.31,3.65,0.07,"FALSE"
2022-09-23,95804726,44496,1052056,NA,NA,9.39,3.83,3.85,3.45,0.07,"FALSE"
2022-09-24,95812817,8091,1052093,NA,NA,10.12,4.11,3.88,3.56,0.07,"FALSE"
2022-09-25,95819136,6319,1052099,NA,NA,10.1,4.25,4.04,3.64,0.08,"FALSE"
2022-09-26,95877656,58520,1052503,NA,NA,10.09,4.24,4.42,3.81,0.07,"FALSE"
2022-09-27,95919539,41883,1052948,NA,NA,10.18,4.11,4.43,3.81,0.08,"FALSE"
2022-09-28,96019867,100328,1054260,619765972,NA,9.97,3.93,4.24,3.65,0.08,"FALSE"
2022-09-29,96104859,84992,1054893,NA,NA,9.66,3.88,4.15,3.55,0.08,"FALSE"
2022-09-30,96144226,39367,1055290,NA,NA,9.34,3.74,3.82,3.42,0.07,"FALSE"
2022-10-01,96150643,6417,1055316,NA,NA,9.99,4.02,3.74,3.51,0.08,"FALSE"
2022-10-02,96156591,5948,1055316,NA,NA,10.16,4.2,3.94,3.57,0.08,"FALSE"
2022-10-03,96204427,47836,1055596,NA,NA,10.32,4.18,4.3,3.79,0.08,"FALSE"
2022-10-04,96240281,35854,1056073,NA,NA,10.68,4.13,4.46,3.86,0.08,"FALSE"
2022-10-05,96320795,80514,1057185,624198981,NA,10.62,4.14,4.51,3.86,0.08,"FALSE"
2022-10-06,96394630,73835,1057889,NA,NA,10.32,4.03,4.33,3.74,0.08,"FALSE"
2022-10-07,96429284,34654,1058206,NA,NA,9.99,3.88,3.9,3.57,0.08,"FALSE"
2022-10-08,96422344,6940,1058156,NA,NA,10.69,4.12,3.85,3.69,0.08,"FALSE"
2022-10-09,96428398,6054,1058159,NA,NA,10.86,4.26,4.03,3.7,0.09,"FALSE"
2022-10-10,96452692,24294,1058322,NA,NA,11.23,4.31,4.5,3.93,0.08,"FALSE"
2022-10-11,96493867,41175,1058919,NA,NA,11.32,4.2,4.56,4.04,0.08,"FALSE"
2022-10-12,96567547,73680,1059706,627854963,NA,11.25,4.15,4.51,3.99,0.08,"FALSE"
2022-10-13,96643191,75644,1060345,NA,NA,10.96,4.06,4.35,3.85,0.08,"FALSE"
2022-10-14,96672841,29650,1060730,NA,NA,10.69,3.92,3.94,3.65,0.08,"FALSE"
2022-10-15,96675617,2776,1060748,NA,NA,11.14,4.15,3.86,3.7,0.08,"FALSE"
2022-10-16,96682663,7046,1060760,NA,NA,11.31,4.34,4.09,3.81,0.09,"FALSE"
2022-10-17,96729811,47148,1061118,NA,NA,11.6,4.31,4.54,4.05,0.08,"FALSE"
2022-10-18,96757935,28124,1061498,NA,NA,12.1,4.18,4.62,4.11,0.08,"FALSE"
2022-10-19,96826394,68459,1062203,632905664,NA,12.25,4.11,4.54,4.13,0.08,"FALSE"
2022-10-20,96887495,61101,1062741,NA,NA,12.42,4.05,4.41,4.12,0.08,"FALSE"
2022-10-21,96921457,33962,1063369,NA,NA,12.57,3.92,4.03,4,0.08,"FALSE"
2022-10-22,96924033,2576,1063379,NA,NA,12.93,4.21,4.12,4.18,0.08,"FALSE"
2022-10-23,96931008,6975,1063380,NA,NA,13.22,4.35,4.15,4.3,0.08,"FALSE"
2022-10-24,96970800,39792,1063613,NA,NA,14,4.32,4.49,4.53,0.08,"FALSE"
2022-10-25,96996456,25656,1063993,NA,NA,14.36,4.27,4.62,4.62,0.08,"FALSE"
2022-10-26,97077271,80815,1065118,636871557,NA,14.2,4.21,4.55,4.56,0.08,"FALSE"
2022-10-27,97146134,68863,1065706,NA,NA,14.14,4.08,4.39,4.39,0.08,"FALSE"
2022-10-28,97179235,33101,1065942,NA,NA,13.4,3.89,4.04,4.17,0.08,"FALSE"
2022-10-29,97182927,3692,1065964,NA,NA,14.13,4.14,3.97,4.36,0.08,"FALSE"
2022-10-30,97186606,3679,1065966,NA,NA,14.18,4.3,4.13,4.57,0.09,"FALSE"
2022-10-31,97233018,46412,1066150,NA,NA,13.84,4.15,4.19,4.61,0.07,"FALSE"
2022-11-01,97262328,29310,1066491,NA,NA,15.37,4.25,4.83,5,0.08,"FALSE"
2022-11-02,97338475,76147,1067366,640913400,NA,15.78,4.24,5.53,5.05,0.08,"FALSE"
2022-11-03,97416551,78076,1067922,NA,NA,15.88,4.16,4.92,4.99,0.08,"FALSE"
2022-11-04,97465910,49359,1068411,NA,NA,15.39,4.02,4.25,5.22,0.08,"FALSE"
2022-11-05,97469639,3729,1068432,NA,NA,16.01,4.25,4.11,5.52,0.08,"FALSE"
2022-11-06,97476278,6639,1068437,NA,NA,16.22,4.45,4.37,5.67,0.08,"FALSE"
2022-11-07,97515570,39292,1068574,NA,NA,16.12,4.28,4.49,5.35,0.08,"FALSE"
2022-11-08,97536711,21141,1068787,NA,NA,15.52,4.04,4.28,5.03,0.08,"FALSE"
2022-11-09,97630397,93686,1069707,646524294,NA,15.29,4.02,4.35,4.93,0.09,"FALSE"
2022-11-10,97718317,87920,1070288,NA,NA,15.63,4.08,4.34,4.9,0.08,"FALSE"
2022-11-11,97729641,11324,1083006,NA,NA,15.28,4.12,4.03,4.88,0.08,"FALSE"
2022-11-12,97732216,2575,1083008,NA,NA,15.68,4.35,4,5.02,0.08,"FALSE"
2022-11-13,97734170,1954,1083009,NA,NA,16.45,4.43,4.2,5.08,0.09,"FALSE"
